,phrase,label,sentiment,subjectivity,language,count
1340,1340,CARDINAL,,,en,1.0
32213233,32213233,CARDINAL,,,en,1.0
The Day After,The Day After,DATE,,,en,1.0
United Rugby Championship,United Rugby Championship,EVENT,,,en,1.0
Argentines,Argentines,NORP,,,en,1.0
Friday night,Friday night,TIME,,,en,1.0
a long winters,a long winters,DATE,,,en,1.0
Avalanche Slope Colors,Avalanche Slope Colors,WORK_OF_ART,,,en,1.0
the past few weeks,the past few weeks,DATE,,,en,1.0
Cup Chase,Cup Chase,FAC,,,en,1.0
a few days off now,a few days off now,DATE,,,en,1.0
inaugural Olympic,inaugural Olympic,EVENT,,,en,1.0
Jan 13,Jan 13,DATE,,,en,1.0
Nagano Games,Nagano Games,EVENT,,,en,1.0
2002,2002,DATE,,,en,1.0
better days,better days,DATE,,,en,1.0
the beginning of January,the beginning of January,DATE,,,en,1.0
mid-October 2025,mid-October 2025,DATE,,,en,1.0
the Womens FAI Cup Final,the Womens FAI Cup Final,EVENT,,,en,1.0
Oct. 19,Oct. 19,DATE,,,en,1.0
more than two weeks,more than two weeks,DATE,,,en,1.0
TRON,TRON,PRODUCT,,,en,1.0
Prince Avalanche 2013,Prince Avalanche 2013,WORK_OF_ART,,,en,1.0
Crypto Presale Ignites,Crypto Presale Ignites,WORK_OF_ART,,,en,1.0
Bohemian,Bohemian,NORP,,,en,1.0
fourth,fourth,ORDINAL,,,en,1.0
+7185,+7185,NORP,,,en,1.0
This Republic Day,This Republic Day,DATE,,,en,1.0
Jan. 6,Jan. 6,DATE,,,en,1.0
$27.3 Bn,$27.3 Bn,MONEY,,,en,1.0
2020-2025,2020-2025,DATE,,,en,1.0
2025-2030F,2025-2030F,DATE,,,en,1.0
2035F.,2035F.,CARDINAL,,,en,1.0
Jan. 21,Jan. 21,DATE,,,en,1.0
"The ""Avalanche Radar Market Report 2026","The ""Avalanche Radar Market Report 2026",WORK_OF_ART,,,en,1.0
Annapurna Base Camp,Annapurna Base Camp,FAC,,,en,1.0
41,41,CARDINAL,,,en,1.0
Yesterday,Yesterday,DATE,,,en,1.0
Annapurna I Base Camp,Annapurna I Base Camp,WORK_OF_ART,,,en,1.0
"Friday, January 23, 2026","Friday, January 23, 2026",DATE,,,en,1.0
at least 20,at least 20,CARDINAL,,,en,1.0
7–3,7–3,CARDINAL,,,en,1.0
Section 2 of the Voting Rights Act,Section 2 of the Voting Rights Act,LAW,,,en,1.0
KeyBank Center,KeyBank Center,FAC,,,en,1.0
"Exploration
","Exploration
",PRODUCT,,,en,1.0
billion,billion,CARDINAL,,,en,1.0
"8,849 meters","8,849 meters",QUANTITY,,,en,1.0
the first month of 2026,the first month of 2026,DATE,,,en,1.0
Jan 17).The,Jan 17).The,DATE,,,en,1.0
Jan 17,Jan 17,DATE,,,en,1.0
a tumultuous year,a tumultuous year,DATE,,,en,1.0
nearly $34 million,nearly $34 million,MONEY,,,en,1.0
Tragedy,Tragedy,WORK_OF_ART,,,en,1.0
about 7,about 7,DATE,,,en,1.0
EIGHT,EIGHT,CARDINAL,,,en,1.0
winters,winters,DATE,,,en,1.0
200%,200%,PERCENT,,,en,1.0
earlier this month,earlier this month,DATE,,,en,1.0
Sout,Sout,NORP,,,en,1.0
$34 million,$34 million,MONEY,,,en,1.0
the Great Lakesit,the Great Lakesit,EVENT,,,en,1.0
early January,early January,DATE,,,en,1.0
next March,next March,DATE,,,en,1.0
this relatively late hour,this relatively late hour,TIME,,,en,1.0
the National Championship,the National Championship,EVENT,,,en,1.0
12/04/2025 8:25:51 AM PST,12/04/2025 8:25:51 AM PST,TIME,,,en,1.0
"Dec. 2, 2025","Dec. 2, 2025",DATE,,,en,1.0
Just three years,Just three years,DATE,,,en,1.0
6-3,6-3,CARDINAL,,,en,1.0
Thurs,Thurs,DATE,,,en,1.0
250,250,CARDINAL,,,en,1.0
+23169 chars,+23169 chars,WORK_OF_ART,,,en,1.0
+11092,+11092,NORP,,,en,1.0
another Winter Olympics,another Winter Olympics,EVENT,,,en,1.0
Dodger Stadium,Dodger Stadium,FAC,,,en,1.0
About a year ago,About a year ago,DATE,,,en,1.0
15-10-3,15-10-3,CARDINAL,,,en,1.0
+3398 chars,+3398 chars,WORK_OF_ART,,,en,1.0
+4091,+4091,NORP,,,en,1.0
First snowfall of season,First snowfall of season,DATE,,,en,1.0
Week 10,Week 10,DATE,,,en,1.0
one-third,one-third,CARDINAL,,,en,1.0
Spaniard,Spaniard,NORP,,,en,1.0
390393,390393,CARDINAL,,,en,1.0
an estimated $20 billion,an estimated $20 billion,MONEY,,,en,1.0
a week later,a week later,DATE,,,en,1.0
+3437 chars],+3437 chars],WORK_OF_ART,,,en,1.0
albanian,albanian,NORP,,,en,1.0
Balkan,Balkan,NORP,,,en,1.0
"2,200m","2,200m",QUANTITY,,,en,1.0
138,138,CARDINAL,,,en,1.0
125,125,CARDINAL,,,en,1.0
600,600,CARDINAL,,,en,1.0
July 2025,July 2025,DATE,,,en,1.0
a pretty unpredictable season,a pretty unpredictable season,DATE,,,en,1.0
Shibuya Incident,Shibuya Incident,EVENT,,,en,1.0
31 Days,31 Days,DATE,,,en,1.0
the winter holiday season,the winter holiday season,DATE,,,en,1.0
the ATP Finals,the ATP Finals,WORK_OF_ART,,,en,1.0
the Trumpist War,the Trumpist War,EVENT,,,en,1.0
more than a month,more than a month,DATE,,,en,1.0
Conference of Parties,Conference of Parties,EVENT,,,en,1.0
up to $10,up to $10,MONEY,,,en,1.0
Lightning,Lightning,PRODUCT,,,en,1.0
7:30 p.m.,7:30 p.m.,TIME,,,en,1.0
32 degrees,32 degrees,QUANTITY,,,en,1.0
Xmas Gift Avalanche For,Xmas Gift Avalanche For,WORK_OF_ART,,,en,1.0
12-Year,12-Year,CARDINAL,,,en,1.0
… Christmas,… Christmas,DATE,,,en,1.0
"1,007","1,007",MONEY,,,en,1.0
eight months ago,eight months ago,DATE,,,en,1.0
30 Inches,30 Inches,QUANTITY,,,en,1.0
2025-12-12,2025-12-12,DATE,,,en,1.0
Nobel,Nobel,WORK_OF_ART,,,en,1.0
Venezuelan,Venezuelan,NORP,,,en,1.0
another weekend,another weekend,DATE,,,en,1.0
Saturday Night Encore,Saturday Night Encore,EVENT,,,en,1.0
Alaskan,Alaskan,NORP,,,en,1.0
7:00 P.M.,7:00 P.M.,TIME,,,en,1.0
the Tampa Bay Lightning,the Tampa Bay Lightning,FAC,,,en,1.0
2015-16,2015-16,DATE,,,en,1.0
S.,S.,NORP,,,en,1.0
Tsunami,Tsunami,NORP,,,en,1.0
30th,30th,ORDINAL,,,en,1.0
20 Inches,20 Inches,QUANTITY,,,en,1.0
2025-12-10,2025-12-10,DATE,,,en,1.0
$104 million,$104 million,MONEY,,,en,1.0
Mondays,Mondays,DATE,,,en,1.0
Highway 97,Highway 97,FAC,,,en,1.0
early 2026,early 2026,DATE,,,en,1.0
Winter Paralympic Games,Winter Paralympic Games,EVENT,,,en,1.0
20 years,20 years,DATE,,,en,1.0
50 kilometres an hour,50 kilometres an hour,QUANTITY,,,en,1.0
Fourth Wing,Fourth Wing,FAC,,,en,1.0
the summer of 1995,the summer of 1995,DATE,,,en,1.0
the coming week,the coming week,DATE,,,en,1.0
Around 10,Around 10,CARDINAL,,,en,1.0
2025Millions,2025Millions,CARDINAL,,,en,1.0
this Saturday,this Saturday,DATE,,,en,1.0
"up to $10,000","up to $10,000",MONEY,,,en,1.0
Nov 2,Nov 2,DATE,,,en,1.0
More than seven,More than seven,CARDINAL,,,en,1.0
This 2003,This 2003,DATE,,,en,1.0
70 years,70 years,DATE,,,en,1.0
Oct. 15,Oct. 15,DATE,,,en,1.0
Chevrolet Avalanche 2500,Chevrolet Avalanche 2500,EVENT,,,en,1.0
Week 7,Week 7,DATE,,,en,1.0
Week 8,Week 8,DATE,,,en,1.0
1994,1994,DATE,,,en,1.0
31 years,31 years,DATE,,,en,1.0
$90 trillion,$90 trillion,MONEY,,,en,1.0
N.,N.,NORP,,,en,1.0
7%,7%,PERCENT,,,en,1.0
13.7,13.7,MONEY,,,en,1.0
pan-European,pan-European,NORP,,,en,1.0
27 November,27 November,DATE,,,en,1.0
30%,30%,PERCENT,,,en,1.0
1952,1952,DATE,,,en,1.0
every month,every month,DATE,,,en,1.0
Nov. 28,Nov. 28,DATE,,,en,1.0
8 seasons,8 seasons,DATE,,,en,1.0
radiolarians,radiolarians,NORP,,,en,1.0
Shelby GT350R.,Shelby GT350R.,PRODUCT,,,en,1.0
This 2017,This 2017,DATE,,,en,1.0
more than 20,more than 20,CARDINAL,,,en,1.0
Thursday morning,Thursday morning,TIME,,,en,1.0
Finnish,Finnish,NORP,,,en,1.0
11 December,11 December,DATE,,,en,1.0
a summer,a summer,DATE,,,en,1.0
6.6/10,6.6/10,CARDINAL,,,en,1.0
"1,001","1,001",CARDINAL,,,en,1.0
UsersTM,UsersTM,WORK_OF_ART,,,en,1.0
37 years,37 years,DATE,,,en,1.0
Last season,Last season,DATE,,,en,1.0
22nd,22nd,ORDINAL,,,en,1.0
the second consecutive night,the second consecutive night,TIME,,,en,1.0
Black Friday,Black Friday,EVENT,,,en,1.0
Up to 50%,Up to 50%,PERCENT,,,en,1.0
just over one week,just over one week,DATE,,,en,1.0
1:00 P.M.,1:00 P.M.,TIME,,,en,1.0
the day Sunday,the day Sunday,DATE,,,en,1.0
the morning hours,the morning hours,TIME,,,en,1.0
Early Storm,Early Storm,WORK_OF_ART,,,en,1.0
this Veterans Day,this Veterans Day,DATE,,,en,1.0
around 5 a.m.,around 5 a.m.,TIME,,,en,1.0
Chukchi,Chukchi,NORP,,,en,1.0
No.1,No.1,CARDINAL,,,en,1.0
a million years,a million years,DATE,,,en,1.0
Grisons,Grisons,PRODUCT,,,en,1.0
the fifteenth century,the fifteenth century,DATE,,,en,1.0
last weekend,last weekend,DATE,,,en,1.0
a wild month,a wild month,DATE,,,en,1.0
the next three,the next three,DATE,,,en,1.0
10%,10%,PERCENT,,,en,1.0
mid-September,mid-September,DATE,,,en,1.0
1945,1945,DATE,,,en,1.0
22 percent,22 percent,PERCENT,,,en,1.0
eighth,eighth,ORDINAL,,,en,1.0
+5749 chars,+5749 chars,WORK_OF_ART,,,en,1.0
Soviet-era,Soviet-era,DATE,,,en,1.0
the season,the season,DATE,,,en,1.0
Ukrainians,Ukrainians,NORP,,,en,1.0
Almost four years,Almost four years,DATE,,,en,1.0
Nov. 15,Nov. 15,DATE,,,en,1.0
the fifth week,the fifth week,DATE,,,en,1.0
1:30 p.m.,1:30 p.m.,TIME,,,en,1.0
Week 5,Week 5,DATE,,,en,1.0
annually,annually,DATE,,,en,1.0
12:13 p.m.,12:13 p.m.,TIME,,,en,1.0
Dec. 21 last year,Dec. 21 last year,DATE,,,en,1.0
peak holiday season,peak holiday season,DATE,,,en,1.0
Winter Park,Winter Park,FAC,,,en,1.0
Climate ‘Tipping Points’ Advocacy,Climate ‘Tipping Points’ Advocacy,WORK_OF_ART,,,en,1.0
Zero,Zero,CARDINAL,,,en,1.0
Clinch Season Series,Clinch Season Series,EVENT,,,en,1.0
their late 30s,their late 30s,DATE,,,en,1.0
Cold War,Cold War,EVENT,,,en,1.0
"Past Life"" Confessions Kids Shared With Their Parents","Past Life"" Confessions Kids Shared With Their Parents",WORK_OF_ART,,,en,1.0
the early afternoon hours,the early afternoon hours,TIME,,,en,1.0
a new year,a new year,DATE,,,en,1.0
250th,250th,ORDINAL,,,en,1.0
at least 5,at least 5,CARDINAL,,,en,1.0
Midair,Midair,PRODUCT,,,en,1.0
at least,at least,CARDINAL,,,en,1.0
ProtoThema English,ProtoThema English,PRODUCT,,,en,1.0
At least three,At least three,CARDINAL,,,en,1.0
Avalanche Kills US CitizensNewsweek Red Hot Chili Pepp,Avalanche Kills US CitizensNewsweek Red Hot Chili Pepp,WORK_OF_ART,,,en,1.0
three weeks,three weeks,DATE,,,en,1.0
the past eight weeks,the past eight weeks,DATE,,,en,1.0
Fra…,Fra…,NORP,,,en,1.0
2015,2015,DATE,,,en,1.0
more than 12 inches,more than 12 inches,QUANTITY,,,en,1.0
New Year’s Day,New Year’s Day,EVENT,,,en,1.0
+3175,+3175,NORP,,,en,1.0
a few years,a few years,DATE,,,en,1.0
12/30/2025 4:52:47 AM PST,12/30/2025 4:52:47 AM PST,TIME,,,en,1.0
85,85,CARDINAL,,,en,1.0
Mammoth Mountain,Mammoth Mountain,FAC,0.0,0.0,en,1.0
Vardousia,Vardousia,FAC,,,en,1.0
two 24 hours,two 24 hours,TIME,,,en,1.0
+3958,+3958,NORP,,,en,1.0
Every year,Every year,DATE,,,en,1.0
Nepals Mount,Nepals Mount,FAC,,,en,1.0
Telluride Ski Resort,Telluride Ski Resort,FAC,0.14843749999999997,0.39843749999999994,en,1.0
Future Friends Games,Future Friends Games,EVENT,,,en,1.0
Version 1.0 of Laysara:,Version 1.0 of Laysara:,LAW,,,en,1.0
Indie Games,Indie Games,EVENT,,,en,1.0
Version 1.0,Version 1.0,LAW,,,en,1.0
36 Inches,36 Inches,QUANTITY,,,en,1.0
Halloween,Halloween,DATE,,,en,1.0
+4511,+4511,NORP,,,en,1.0
about 7:30 a.m.,about 7:30 a.m.,TIME,,,en,1.0
93,93,CARDINAL,,,en,1.0
the December 2025 Turning Po,the December 2025 Turning Po,EVENT,,,en,1.0
1965,1965,DATE,,,en,1.0
"more than 3,500 metres","more than 3,500 metres",QUANTITY,,,en,1.0
ninth,ninth,ORDINAL,,,en,1.0
New Year's,New Year's,EVENT,,,en,1.0
7:30 pm,7:30 pm,TIME,,,en,1.0
New Year’s Eve,New Year’s Eve,EVENT,,,en,1.0
yesterday,yesterday,DATE,,,en,1.0
GERMAN,GERMAN,NORP,,,en,1.0
five minutes,five minutes,TIME,,,en,1.0
Last fall,Last fall,DATE,,,en,1.0
the past two decades,the past two decades,DATE,,,en,1.0
FIVE,FIVE,CARDINAL,,,en,1.0
The years,The years,DATE,,,en,1.0
Türkiye,Türkiye,NORP,0.0,0.28571428571428575,en,1.0
"4,700-Mile 2017","4,700-Mile 2017",DATE,,,en,1.0
+1883 chars,+1883 chars,WORK_OF_ART,,,en,1.0
over 300 meters,over 300 meters,QUANTITY,,,en,1.0
about 35 kilometres,about 35 kilometres,QUANTITY,,,en,1.0
Big 12,Big 12,EVENT,,,en,1.0
Highway 16,Highway 16,FAC,,,en,1.0
nearly -7 degrees,nearly -7 degrees,QUANTITY,,,en,1.0
2021,2021,DATE,,,en,1.0
earlier this week,earlier this week,DATE,,,en,1.0
+4852,+4852,NORP,,,en,1.0
The Best New Year’s Eve Movies to Ring,The Best New Year’s Eve Movies to Ring,EVENT,,,en,1.0
'The Hudsucker Proxy,'The Hudsucker Proxy,WORK_OF_ART,,,en,1.0
Strange Days,Strange Days,WORK_OF_ART,,,en,1.0
New Years Eve,New Years Eve,EVENT,,,en,1.0
each year,each year,DATE,,,en,1.0
December 30,December 30,DATE,,,en,1.0
12/30/2025 5:16:56 PM PST,12/30/2025 5:16:56 PM PST,TIME,,,en,1.0
+3846,+3846,NORP,,,en,1.0
A quarter century,A quarter century,DATE,,,en,1.0
25,25,CARDINAL,,,en,1.0
the last 25 years,the last 25 years,DATE,,,en,1.0
the year 2000,the year 2000,DATE,,,en,1.0
10 Inches,10 Inches,QUANTITY,,,en,1.0
Asian,Asian,NORP,,,en,1.0
At least seven,At least seven,CARDINAL,,,en,1.0
a winter holiday,a winter holiday,DATE,,,en,1.0
mid-August,mid-August,DATE,,,en,1.0
Two Feet,Two Feet,QUANTITY,,,en,1.0
Mamdani,Mamdani,PRODUCT,,,en,1.0
66,66,CARDINAL,,,en,1.0
December 18,December 18,DATE,,,en,1.0
2025The,2025The,CARDINAL,,,en,1.0
four-season,four-season,DATE,,,en,1.0
2011,2011,DATE,,,en,1.0
the early 1950s,the early 1950s,DATE,,,en,1.0
European,European,NORP,,,en,1.0
"approximately 39,000","approximately 39,000",CARDINAL,,,en,1.0
roughly three,roughly three,CARDINAL,,,en,1.0
"December 18, 2025
 ","December 18, 2025
 ",DATE,,,en,1.0
12/18/2025 12:10:50 PM PST,12/18/2025 12:10:50 PM PST,TIME,,,en,1.0
less than 500,less than 500,CARDINAL,,,en,1.0
Clemson,Clemson,PRODUCT,,,en,1.0
Snowboard,Snowboard,PRODUCT,,,en,1.0
up to 9 inches,up to 9 inches,QUANTITY,,,en,1.0
Z,Z,PRODUCT,,,en,1.0
Indian,Indian,NORP,,,en,1.0
Decades later,Decades later,DATE,,,en,1.0
envir,envir,NORP,,,en,1.0
8 months,8 months,DATE,,,en,1.0
Monday ResearchBuzz,Monday ResearchBuzz,DATE,,,en,1.0
"December 15, 2025","December 15, 2025",DATE,,,en,1.0
1792,1792,DATE,,,en,1.0
2nd,2nd,ORDINAL,,,en,1.0
Belarusian,Belarusian,NORP,,,en,1.0
123,123,CARDINAL,,,en,1.0
$16 billion,$16 billion,MONEY,,,en,1.0
Canadians,Canadians,NORP,,,en,1.0
+9877 chars,+9877 chars,WORK_OF_ART,,,en,1.0
Motorcyclists,Motorcyclists,NORP,,,en,1.0
95%,95%,PERCENT,,,en,1.0
the Go Checksum Database,the Go Checksum Database,PRODUCT,,,en,1.0
the Seattle Kraken,the Seattle Kraken,FAC,,,en,1.0
Project of the Year:,Project of the Year:,EVENT,,,en,1.0
just one quarter,just one quarter,DATE,,,en,1.0
November 5,November 5,DATE,,,en,1.0
Arcade x Recco Stretch Belt,Arcade x Recco Stretch Belt,FAC,,,en,1.0
"Arcade x Recco Stretch Belt
 ","Arcade x Recco Stretch Belt
 ",FAC,,,en,1.0
+1837,+1837,NORP,,,en,1.0
Edmontonians,Edmontonians,NORP,,,en,1.0
DECEMBER 24,DECEMBER 24,DATE,,,en,1.0
"December 24, 2025","December 24, 2025",DATE,,,en,1.0
the Airport Fire in Orange County,the Airport Fire in Orange County,FAC,,,en,1.0
Nov 4,Nov 4,DATE,,,en,1.0
Nov 4).The,Nov 4).The,DATE,,,en,1.0
at least 2,at least 2,CARDINAL,,,en,1.0
the Vegas Golden Knights,the Vegas Golden Knights,FAC,,,en,1.0
a day earlier,a day earlier,DATE,,,en,1.0
the wettest Christmas season,the wettest Christmas season,DATE,,,en,1.0
54 years,54 years,DATE,,,en,1.0
World War:,World War:,EVENT,,,en,1.0
festive day,festive day,DATE,,,en,1.0
Merry Christmas,Merry Christmas,WORK_OF_ART,,,en,1.0
$18.59 trillion,$18.59 trillion,MONEY,,,en,1.0
"2,961","2,961",CARDINAL,,,en,1.0
"nearly 3,000","nearly 3,000",CARDINAL,,,en,1.0
UNDER 18,UNDER 18,DATE,,,en,1.0
4:00 P.M.,4:00 P.M.,TIME,,,en,1.0
Under 35 Feet,Under 35 Feet,QUANTITY,,,en,1.0
242,242,CARDINAL,,,en,1.0
recent days,recent days,DATE,,,en,1.0
+2931 chars,+2931 chars,WORK_OF_ART,,,en,1.0
+11934,+11934,NORP,,,en,1.0
2012,2012,DATE,,,en,1.0
next year,next year,DATE,,,en,1.0
Christmas week,Christmas week,DATE,,,en,1.0
at least nine,at least nine,CARDINAL,,,en,1.0
Tiger,Tiger,PRODUCT,,,en,1.0
Britons,Britons,NORP,,,en,1.0
